U+30E53	𰹓	lakg
U+30E54	𰹔	ljsy
U+30E55	𰹕	lkck
U+30E56	𰹖	ltgi
U+30E57	𰹗	legf
U+30E58	𰹘	lepc
U+30E59	𰹙	lqgh
U+30E5A	𰹚	lccw
U+30E5B	𰹛	ltgi
U+30E5C	𰹜	lrbc
U+30E5D	𰹝	lyuk
U+30E5E	𰹞	cccl
U+30E5F	𰹟	lkhl
U+30E60	𰹠	lwyb
U+30E61	𰹡	lxgj
U+30E62	𰹢	lcni
U+30E63	𰹣	lqhn
U+30E64	𰹤	lgfl
U+30E65	𰹥	ljlq
U+30E66	𰹦	lqvm
U+30E67	𰹧	lvfj
U+30E68	𰹨	lmdp
U+30E69	𰹩	lpgm
U+30E6A	𰹪	lowo
U+30E6B	𰹫	lxxm
U+30E6C	𰹬	lady
U+30E6D	𰹭	ltft
U+30E6E	𰹮	lauo
U+30E6F	𰹯	lnn
U+30E70	𰹰	ltyy
U+30E71	𰹱	lbn
U+30E72	𰹲	lkf
U+30E73	𰹳	lkh
U+30E74	𰹴	lwyy
U+30E75	𰹵	lyry
U+30E76	𰹶	lgg
U+30E77	𰹷	lfqn
U+30E78	𰹸	lgbn
U+30E79	𰹹	lavt
U+30E7A	𰹺	lrcy
U+30E7B	𰹻	lcn
U+30E7C	𰹼	lfxy
U+30E7D	𰹽	lguf
U+30E7E	𰹾	jtyl
U+30E7F	𰹿	lwfy
U+30E80	𰺀	lqay
U+30E81	𰺁	lqkg
U+30E82	𰺂	lqnn
U+30E83	𰺃	lcfy
U+30E84	𰺄	lawy
U+30E85	𰺅	awlj
U+30E86	𰺆	lqjg
U+30E87	𰺇	lpfq
U+30E88	𰺈	lvtk
U+30E89	𰺉	lgeg
U+30E8A	𰺊	lfwt
U+30E8B	𰺋	lbcy
U+30E8C	𰺌	lfnd
U+30E8D	𰺍	ljsy
U+30E8E	𰺎	lhdd
U+30E8F	𰺏	leeg
U+30E90	𰺐	lqeg
U+30E91	𰺑	lpqb
U+30E92	𰺒	lmdj
U+30E93	𰺓	ltjt
U+30E94	𰺔	lrbt
U+30E95	𰺕	loac
U+30E96	𰺖	ldwt
U+30E97	𰺗	ljtl
U+30E98	𰺘	fnwl
U+30E99	𰺙	lfuk
U+30E9A	𰺚	ldmj
U+30E9B	𰺛	ldui
U+30E9C	𰺜	ltol
U+30E9D	𰺝	lujf
U+30E9E	𰺞	lnbb
U+30E9F	𰺟	lbwl
U+30EA0	𰺠	lfmy
U+30EA1	𰺡	lafl
U+30EA2	𰺢	lddd
U+30EA3	𰺣	lauy
U+30EA4	𰺤	lthy
U+30EA5	𰺥	udvy
U+30EA6	𰺦	udbu
U+30EA7	𰺧	tfqf
U+30EA8	𰺨	udgb
U+30EA9	𰺩	uddy
U+30EAA	𰺪	uduw
U+30EAB	𰺫	udwo
U+30EAC	𰺬	gwmf
U+30EAD	𰺭	dfec
U+30EAE	𰺮	ehhi
U+30EAF	𰺯	apk
U+30EB0	𰺰	gqpv
U+30EB1	𰺱	mhpk
U+30EB2	𰺲	nrpe
U+30EB3	𰺳	xpv
U+30EB4	𰺴	aqpv
U+30EB5	𰺵	ehhd
U+30EB6	𰺶	rhgp
U+30EB7	𰺷	atgp
U+30EB8	𰺸	rtap
U+30EB9	𰺹	lftp
U+30EBA	𰺺	repi
U+30EBB	𰺻	fnpi
U+30EBC	𰺼	ehge
U+30EBD	𰺽	yvep
U+30EBE	𰺾	djnp
U+30EBF	𰺿	gjhp
U+30EC0	𰻀	ffhp
U+30EC1	𰻁	mawp
U+30EC2	𰻂	jopi
U+30EC3	𰻃	epcp
U+30EC4	𰻄	repd
U+30EC5	𰻅	ukpd
U+30EC6	𰻆	gkpp
U+30EC7	𰻇	tjtp
U+30EC8	𰻈	ehtf
U+30EC9	𰻉	wgkp
U+30ECA	𰻊	ykmp
U+30ECB	𰻋	orpk
U+30ECC	𰻌	vfip
U+30ECD	𰻍	avgp
U+30ECE	𰻎	swwp
U+30ECF	𰻏	mwgp
U+30ED0	𰻐	lagp
U+30ED1	𰻑	wkkp
U+30ED2	𰻒	dkkp
U+30ED3	𰻓	utdp
U+30ED4	𰻔	ytup
U+30ED5	𰻕	vfjp
U+30ED6	𰻖	gaop
U+30ED7	𰻗	afup
U+30ED8	𰻘	tmtp
U+30ED9	𰻙	rpas
U+30EDA	𰻚	vtkp
U+30EDB	𰻛	gefp
U+30EDC	𰻜	yjjp
U+30EDD	𰻝	pwyp
U+30EDE	𰻞	pqyp
U+30EDF	𰻟	qybh
U+30EE0	𰻠	nbh
U+30EE1	𰻡	fqbh
U+30EE2	𰻢	ghnb
U+30EE3	𰻣	tbnc
U+30EE4	𰻤	hbh
U+30EE5	𰻥	wxbh
U+30EE6	𰻦	ytnb
U+30EE7	𰻧	dkcb
U+30EE8	𰻨	aibh
U+30EE9	𰻩	mmkc
U+30EEA	𰻪	ftmb
U+30EEB	𰻫	qlbh
U+30EEC	𰻬	pfqb
U+30EED	𰻭	tbbh
U+30EEE	𰻮	qynb
U+30EEF	𰻯	ykib
U+30EF0	𰻰	nfcb
U+30EF1	𰻱	xdkc
U+30EF2	𰻲	amgb
U+30EF3	𰻳	xjmb
U+30EF4	𰻴	glkb
U+30EF5	𰻵	ljnb
U+30EF6	𰻶	mhmb
U+30EF7	𰻷	rvnc
U+30EF8	𰻸	ngbe
U+30EF9	𰻹	qjbh
U+30EFA	𰻺	pntb
U+30EFB	𰻻	poob
U+30EFC	𰻼	ssjb
U+30EFD	𰻽	oleb
U+30EFE	𰻾	lhdb
U+30EFF	𰻿	twic
U+30F00	𰼀	tfqb
U+30F01	𰼁	ykbc
U+30F02	𰼂	fkkb
U+30F03	𰼃	sghg
U+30F04	𰼄	sgta
U+30F05	𰼅	sgcg
U+30F06	𰼆	vcsg
U+30F07	𰼇	sgpc
U+30F08	𰼈	sgnb
U+30F09	𰼉	sgcc
U+30F0A	𰼊	sgag
U+30F0B	𰼋	sgae
U+30F0C	𰼌	sgtd
U+30F0D	𰼍	wsgx
U+30F0E	𰼎	sgcc
U+30F0F	𰼏	sgjl
U+30F10	𰼐	sgdl
U+30F11	𰼑	sgaw
U+30F12	𰼒	sgtf
U+30F13	𰼓	sgfj
U+30F14	𰼔	sgxk
U+30F15	𰼕	sgsf
U+30F16	𰼖	sgpl
U+30F17	𰼗	tofj
U+30F18	𰼘	jfnb
U+30F19	𰼙	jfqf
U+30F1A	𰼚	rtdf
U+30F1B	𰼛	goef
U+30F1C	𰼜	tgjc
U+30F1D	𰼝	jfuj
U+30F1E	𰼞	tgjq
U+30F1F	𰼟	qkf
U+30F20	𰼠	qnuy
U+30F21	𰼡	wvqf
U+30F22	𰼢	qwry
U+30F23	𰼣	qpgg
U+30F24	𰼤	qfiy
U+30F25	𰼥	qhnt
U+30F26	𰼦	qnty
U+30F27	𰼧	qgjg
U+30F28	𰼨	qidy
U+30F29	𰼩	qayq
U+30F2A	𰼪	ctgq
U+30F2B	𰼫	cccq
U+30F2C	𰼬	qbig
U+30F2D	𰼭	qfpy
U+30F2E	𰼮	qlsy
U+30F2F	𰼯	qtgh
U+30F30	𰼰	qqeh
U+30F31	𰼱	qrfh
U+30F32	𰼲	qqlg
U+30F33	𰼳	qwgg
U+30F34	𰼴	qngb
U+30F35	𰼵	gqaq
U+30F36	𰼶	gmiq
U+30F37	𰼷	ruqf
U+30F38	𰼸	qjyy
U+30F39	𰼹	qltu
U+30F3A	𰼺	qlah
U+30F3B	𰼻	lcaq
U+30F3C	𰼼	qtbi
U+30F3D	𰼽	shqf
U+30F3E	𰼾	qmeg
U+30F3F	𰼿	qrgf
U+30F40	𰽀	qwgj
U+30F41	𰽁	qdty
U+30F42	𰽂	qtap
U+30F43	𰽃	qwfe
U+30F44	𰽄	qhji
U+30F45	𰽅	qyrc
U+30F46	𰽆	qfhn
U+30F47	𰽇	qrjh
U+30F48	𰽈	admq
U+30F49	𰽉	qajw
U+30F4A	𰽊	qgqe
U+30F4B	𰽋	qpjh
U+30F4C	𰽌	qyky
U+30F4D	𰽍	qjmp
U+30F4E	𰽎	qcoc
U+30F4F	𰽏	qaih
U+30F50	𰽐	qipj
U+30F51	𰽑	udqf
U+30F52	𰽒	qqmt
U+30F53	𰽓	qemq
U+30F54	𰽔	qujq
U+30F55	𰽕	qwn
U+30F56	𰽖	qet
U+30F57	𰽗	qgfh
U+30F58	𰽘	qdy
U+30F59	𰽙	qhgg
U+30F5A	𰽚	qot
U+30F5B	𰽛	qiy
U+30F5C	𰽜	qary
U+30F5D	𰽝	qdet
U+30F5E	𰽞	qdbn
U+30F5F	𰽟	qfjh
U+30F60	𰽠	qhg
U+30F61	𰽡	qjg
U+30F62	𰽢	qmqn
U+30F63	𰽣	qxhh
U+30F64	𰽤	qnwy
U+30F65	𰽥	qgmw
U+30F66	𰽦	qdxy
U+30F67	𰽧	qdhg
U+30F68	𰽨	qkwy
U+30F69	𰽩	qhgh
U+30F6A	𰽪	qwag
U+30F6B	𰽫	qtgg
U+30F6C	𰽬	qty
U+30F6D	𰽭	qqkg
U+30F6E	𰽮	qwfy
U+30F6F	𰽯	qygg
U+30F70	𰽰	qugh
U+30F71	𰽱	qxjh
U+30F72	𰽲	qfkg
U+30F73	𰽳	qdmy
U+30F74	𰽴	qdfn
U+30F75	𰽵	qigq
U+30F76	𰽶	qjy
U+30F77	𰽷	qmqy
U+30F78	𰽸	qrey
U+30F79	𰽹	qqqy
U+30F7A	𰽺	qqdb
U+30F7B	𰽻	qwtf
U+30F7C	𰽼	quah
U+30F7D	𰽽	qugh
U+30F7E	𰽾	qfpy
U+30F7F	𰽿	qbnn
U+30F80	𰾀	qfpb
U+30F81	𰾁	qaiy
U+30F82	𰾂	qfmd
U+30F83	𰾃	qkhy
U+30F84	𰾄	qtxy
U+30F85	𰾅	qwyk
U+30F86	𰾆	qwwk
U+30F87	𰾇	qgdk
U+30F88	𰾈	qiit
U+30F89	𰾉	qpwf
U+30F8A	𰾊	qtlq
U+30F8B	𰾋	qolh
U+30F8C	𰾌	qlrh
U+30F8D	𰾍	qgey
U+30F8E	𰾎	qrtf
U+30F8F	𰾏	qqrm
U+30F90	𰾐	qhdd
U+30F91	𰾑	qqg
U+30F92	𰾒	qphn
U+30F93	𰾓	qijg
U+30F94	𰾔	qdnf
U+30F95	𰾕	qans
U+30F96	𰾖	qdae
U+30F97	𰾗	qdgy
U+30F98	𰾘	qadn
U+30F99	𰾙	qjmy
U+30F9A	𰾚	qlge
U+30F9B	𰾛	qlwj
U+30F9C	𰾜	qmdj
U+30F9D	𰾝	qjtg
U+30F9E	𰾞	qrbt
U+30F9F	𰾟	qtjt
U+30FA0	𰾠	qqku
U+30FA1	𰾡	qqyg
U+30FA2	𰾢	qytb
U+30FA3	𰾣	qngf
U+30FA4	𰾤	qnhc
U+30FA5	𰾥	qwgd
U+30FA6	𰾦	qxge
U+30FA7	𰾧	qgqt
U+30FA8	𰾨	qamf
U+30FA9	𰾩	qfcl
U+30FAA	𰾪	qgon
U+30FAB	𰾫	qjtl
U+30FAC	𰾬	qjng
U+30FAD	𰾭	qepc
U+30FAE	𰾮	quvo
U+30FAF	𰾯	qovk
U+30FB0	𰾰	qmwy
U+30FB1	𰾱	qtln
U+30FB2	𰾲	qonx
U+30FB3	𰾳	qnbt
U+30FB4	𰾴	qadr
U+30FB5	𰾵	qduf
U+30FB6	𰾶	qgjn
U+30FB7	𰾷	qaqj
U+30FB8	𰾸	qhnn
U+30FB9	𰾹	qwym
U+30FBA	𰾺	qtln
U+30FBB	𰾻	qusd
U+30FBC	𰾼	qnnw
U+30FBD	𰾽	qnty
U+30FBE	𰾾	qfmy
U+30FBF	𰾿	qajn
U+30FC0	𰿀	qjtq
U+30FC1	𰿁	qonx
U+30FC2	𰿂	qfdj
U+30FC3	𰿃	qaly
U+30FC4	𰿄	qlll
U+30FC5	𰿅	qmwm
U+30FC6	𰿆	qtfm
U+30FC7	𰿇	qthj
U+30FC8	𰿈	qwwg
U+30FC9	𰿉	qllf
U+30FCA	𰿊	qyny
U+30FCB	𰿋	tcde
U+30FCC	𰿌	dcwv
U+30FCD	𰿍	pede
U+30FCE	𰿎	dcdj
U+30FCF	𰿏	dejf
U+30FD0	𰿐	dcyk
U+30FD1	𰿑	dcqk
U+30FD2	𰿒	dctm
U+30FD3	𰿓	dcgy
U+30FD4	𰿔	deoi
U+30FD5	𰿕	dcce
U+30FD6	𰿖	dhty
U+30FD7	𰿗	uhi
U+30FD8	𰿘	ugqe
U+30FD9	𰿙	uqyi
U+30FDA	𰿚	uqi
U+30FDB	𰿛	uuhk
U+30FDC	𰿜	uqre
U+30FDD	𰿝	uywi
U+30FDE	𰿞	uqjk
U+30FDF	𰿟	udhf
U+30FE0	𰿠	ugad
U+30FE1	𰿡	uwga
U+30FE2	𰿢	upqa
U+30FE3	𰿣	ufff
U+30FE4	𰿤	uiaw
U+30FE5	𰿥	uhk
U+30FE6	𰿦	ggub
U+30FE7	𰿧	uvd
U+30FE8	𰿨	ufqv
U+30FE9	𰿩	uaht
U+30FEA	𰿪	uwve
U+30FEB	𰿫	uyty
U+30FEC	𰿬	uguk
U+30FED	𰿭	uld
U+30FEE	𰿮	uthd
U+30FEF	𰿯	ugku
U+30FF0	𰿰	utmt
U+30FF1	𰿱	ueed
U+30FF2	𰿲	ujxx
U+30FF3	𰿳	rsuw
U+30FF4	𰿴	ujqn
U+30FF5	𰿵	uwgj
U+30FF6	𰿶	upwt
U+30FF7	𰿷	ufii
U+30FF8	𰿸	uthy
U+30FF9	𰿹	uamw
U+30FFA	𰿺	uipf
U+30FFB	𰿻	uwgn
U+30FFC	𰿼	uulj
U+30FFD	𰿽	usyw
U+30FFE	𰿾	unkf
U+30FFF	𰿿	ugak
U+31000	𱀀	usgt
U+31001	𱀁	wnnf
U+31002	𱀂	wnnb
U+31003	𱀃	bgmh
U+31004	𱀄	bwcy
U+31005	𱀅	wnnw
U+31006	𱀆	bdg
U+31007	𱀇	bty
U+31008	𱀈	wnnf
U+31009	𱀉	wnnk
U+3100A	𱀊	bpvn
U+3100B	𱀋	bffg
U+3100C	𱀌	bfhg
U+3100D	𱀍	bdgf
U+3100E	𱀎	bdyy
U+3100F	𱀏	bwhg
U+31010	𱀐	bqnn
U+31011	𱀑	bitg
U+31012	𱀒	bmit
U+31013	𱀓	wnne
U+31014	𱀔	bppy
U+31015	𱀕	bcic
U+31016	𱀖	wnnt
U+31017	𱀗	bajg
U+31018	𱀘	wnnt
U+31019	𱀙	bmeh
U+3101A	𱀚	btvg
U+3101B	𱀛	bwfk
U+3101C	𱀜	wnny
U+3101D	𱀝	wnnf
U+3101E	𱀞	bpqa
U+3101F	𱀟	wnnb
U+31020	𱀠	hnnh
U+31021	𱀡	bfam
U+31022	𱀢	bdeb
U+31023	𱀣	bjgh
U+31024	𱀤	bjwv
U+31025	𱀥	behc
U+31026	𱀦	brhg
U+31027	𱀧	bqaf
U+31028	𱀨	boah
U+31029	𱀩	bbkb
U+3102A	𱀪	bamf
U+3102B	𱀫	bcim
U+3102C	𱀬	bswf
U+3102D	𱀭	bghg
U+3102E	𱀮	wnni
U+3102F	𱀯	bpgw
U+31030	𱀰	byle
U+31031	𱀱	bfwj
U+31032	𱀲	baqq
U+31033	𱀳	wnnm
U+31034	𱀴	bmdm
U+31035	𱀵	bwsf
U+31036	𱀶	bwgo
U+31037	𱀷	bfup
U+31038	𱀸	bftf
U+31039	𱀹	bbbu
U+3103A	𱀺	bkhk
U+3103B	𱀻	bawc
U+3103C	𱀼	bhaa
U+3103D	𱀽	bhaa
U+3103E	𱀾	bwwr
U+3103F	𱀿	byup
U+31040	𱁀	bden
U+31041	𱁁	bbcc
U+31042	𱁂	bwgi
U+31043	𱁃	wnnf
U+31044	𱁄	wnnn
U+31045	𱁅	wwyf
U+31046	𱁆	wygc
U+31047	𱁇	mgwy
U+31048	𱁈	xtwy
U+31049	𱁉	ufwy
U+3104A	𱁊	ukhy
U+3104B	𱁋	wyth
U+3104C	𱁌	nwiy
U+3104D	𱁍	dwwn
U+3104E	𱁎	wgny
U+3104F	𱁏	pnmy
U+31050	𱁐	bmwy
U+31051	𱁑	fxb
U+31052	𱁒	fcfu
U+31053	𱁓	fxvr
U+31054	𱁔	ffyr
U+31055	𱁕	fffn
U+31056	𱁖	fjcf
U+31057	𱁗	flwu
U+31058	𱁘	fler
U+31059	𱁙	fitd
U+3105A	𱁚	fbyr
U+3105B	𱁛	fgji
U+3105C	𱁜	fbwb
U+3105D	𱁝	fbcu
U+3105E	𱁞	filj
U+3105F	𱁟	fyce
U+31060	𱁠	fjnc
U+31061	𱁡	ftth
U+31062	𱁢	fiwf
U+31063	𱁣	fvpg
U+31064	𱁤	flnh
U+31065	𱁥	ffch
U+31066	𱁦	fmjr
U+31067	𱁧	fqtx
U+31068	𱁨	fptl
U+31069	𱁩	fimu
U+3106A	𱁪	fllf
U+3106B	𱁫	fwyy
U+3106C	𱁬	ffcd
U+3106D	𱁭	gmhp
U+3106E	𱁮	gmhc
U+3106F	𱁯	tfnd
U+31070	𱁰	dmjr
U+31071	𱁱	akfr
U+31072	𱁲	akfw
U+31073	𱁳	akfg
U+31074	𱁴	akff
U+31075	𱁵	akfp
U+31076	𱁶	akfp
U+31077	𱁷	akfd
U+31078	𱁸	akfk
U+31079	𱁹	akfm
U+3107A	𱁺	akfv
U+3107B	𱁻	akfy
U+3107C	𱁼	akfk
U+3107D	𱁽	akfi
U+3107E	𱁾	akfi
U+3107F	𱁿	nkay
U+31080	𱂀	nkai
U+31081	𱂁	nkac
U+31082	𱂂	nkaj
U+31083	𱂃	fnhy
U+31084	𱂄	fnhi
U+31085	𱂅	fnht
U+31086	𱂆	fnhk
U+31087	𱂇	udfh
U+31088	𱂈	fnhl
U+31089	𱂉	fnhe
U+3108A	𱂊	fnhs
U+3108B	𱂋	fnhj
U+3108C	𱂌	fnhc
U+3108D	𱂍	bwhg
U+3108E	𱂎	hpgg
U+3108F	𱂏	bujf
U+31090	𱂐	ujkm
U+31091	𱂑	ujea
U+31092	𱂒	ujjy
U+31093	𱂓	ujwk
U+31094	𱂔	rndm
U+31095	𱂕	vfdm
U+31096	𱂖	osdm
U+31097	𱂗	ugdm
U+31098	𱂘	dsdm
U+31099	𱂙	jvdm
U+3109A	𱂚	gkmm
U+3109B	𱂛	tehm
U+3109C	𱂜	yupm
U+3109D	𱂝	wyom
U+3109E	𱂞	thpm
U+3109F	𱂟	twgm
U+310A0	𱂠	tadm
U+310A1	𱂡	rndm
U+310A2	𱂢	bmdm
U+310A3	𱂣	atgm
U+310A4	𱂤	mqdm
U+310A5	𱂥	tkdm
U+310A6	𱂦	uadm
U+310A7	𱂧	odmy
U+310A8	𱂨	pvdm
U+310A9	𱂩	gehm
U+310AA	𱂪	fmdm
U+310AB	𱂫	wgim
U+310AC	𱂬	qadm
U+310AD	𱂭	wydm
U+310AE	𱂮	rtfm
U+310AF	𱂯	ywwm
U+310B0	𱂰	bibm
U+310B1	𱂱	dgkm
U+310B2	𱂲	lndm
U+310B3	𱂳	rgdm
U+310B4	𱂴	amfm
U+310B5	𱂵	medm
U+310B6	𱂶	tlrm
U+310B7	𱂷	ytmm
U+310B8	𱂸	prgm
U+310B9	𱂹	ynom
U+310BA	𱂺	sfim
U+310BB	𱂻	wyom
U+310BC	𱂼	xxwj
U+310BD	𱂽	hkwj
U+310BE	𱂾	wtjb
U+310BF	𱂿	qnwj
U+310C0	𱃀	wtjo
U+310C1	𱃁	wtjt
U+310C2	𱃂	wtjy
U+310C3	𱃃	fqqj
U+310C4	𱃄	wtjw
U+310C5	𱃅	wtje
U+310C6	𱃆	ukwj
U+310C7	𱃇	ansj
U+310C8	𱃈	wtjc
U+310C9	𱃉	pocj
U+310CA	𱃊	wtjl
U+310CB	𱃋	wtjt
U+310CC	𱃌	qlkj
U+310CD	𱃍	wtji
U+310CE	𱃎	wtjc
U+310CF	𱃏	qdqj
U+310D0	𱃐	wtjo
U+310D1	𱃑	wtjc
U+310D2	𱃒	wtjb
U+310D3	𱃓	wtjj
U+310D4	𱃔	wree
U+310D5	𱃕	wrat
U+310D6	𱃖	wrxe
U+310D7	𱃗	wrck
U+310D8	𱃘	wrgj
U+310D9	𱃙	wryj
U+310DA	𱃚	wree
U+310DB	𱃛	wrge
U+310DC	𱃜	wrtv
U+310DD	𱃝	wrwr
U+310DE	𱃞	wrwj
U+310DF	𱃟	nrwr
U+310E0	𱃠	wrdy
U+310E1	𱃡	wygf
U+310E2	𱃢	wygn
U+310E3	𱃣	wygh
U+310E4	𱃤	wgvn
U+310E5	𱃥	wygj
U+310E6	𱃦	wydj
U+310E7	𱃧	wyiq
U+310E8	𱃨	wykh
U+310E9	𱃩	wyuj
U+310EA	𱃪	wyaw
U+310EB	𱃫	wyee
U+310EC	𱃬	wysk
U+310ED	𱃭	wysr
U+310EE	𱃮	ugwy
U+310EF	𱃯	wytl
U+310F0	𱃰	wytu
U+310F1	𱃱	qntn
U+310F2	𱃲	qnar
U+310F3	𱃳	qndh
U+310F4	𱃴	qngh
U+310F5	𱃵	qnmd
U+310F6	𱃶	qnlw
U+310F7	𱃷	qnug
U+310F8	𱃸	qngf
U+310F9	𱃹	qnmn
U+310FA	𱃺	qntd
U+310FB	𱃻	qnxy
U+310FC	𱃼	qnda
U+310FD	𱃽	qnww
U+310FE	𱃾	qnuk
U+310FF	𱃿	qnoo
U+31100	𱄀	qnfm
U+31101	𱄁	qnwj
U+31102	𱄂	qnpc
U+31103	𱄃	qnvp
U+31104	𱄄	qnxe
U+31105	𱄅	qnwe
U+31106	𱄆	qnfk
U+31107	𱄇	qnqe
U+31108	𱄈	qnae
U+31109	𱄉	qnen
U+3110A	𱄊	qntm
U+3110B	𱄋	uthf
U+3110C	𱄌	futy
U+3110D	𱄍	vdhg
U+3110E	𱄎	tjfc
U+3110F	𱄏	tjye
U+31110	𱄐	tjtp
U+31111	𱄑	ccou
U+31112	𱄒	corh
U+31113	𱄓	coan
U+31114	𱄔	comg
U+31115	𱄕	cowb
U+31116	𱄖	coqb
U+31117	𱄗	copq
U+31118	𱄘	cokf
U+31119	𱄙	coug
U+3111A	𱄚	cohj
U+3111B	𱄛	codi
U+3111C	𱄜	cocf
U+3111D	𱄝	codq
U+3111E	𱄞	cofn
U+3111F	𱄟	coan
U+31120	𱄠	coti
U+31121	𱄡	cowf
U+31122	𱄢	cocc
U+31123	𱄣	coqh
U+31124	𱄤	coew
U+31125	𱄥	cota
U+31126	𱄦	corc
U+31127	𱄧	couj
U+31128	𱄨	copg
U+31129	𱄩	cogi
U+3112A	𱄪	cosn
U+3112B	𱄫	codk
U+3112C	𱄬	corc
U+3112D	𱄭	coql
U+3112E	𱄮	cohu
U+3112F	𱄯	comj
U+31130	𱄰	coen
U+31131	𱄱	coqj
U+31132	𱄲	cogn
U+31133	𱄳	cogd
U+31134	𱄴	eudo
U+31135	𱄵	codg
U+31136	𱄶	coqq
U+31137	𱄷	cojn
U+31138	𱄸	cotn
U+31139	𱄹	coff
U+3113A	𱄺	cotl
U+3113B	𱄻	coro
U+3113C	𱄼	cgaj
U+3113D	𱄽	cgta
U+3113E	𱄾	cgot
U+3113F	𱄿	cgcg
U+31140	𱅀	xfcg
U+31141	𱅁	cgkh
U+31142	𱅂	cgby
U+31143	𱅃	cgan
U+31144	𱅄	cgdy
U+31145	𱅅	dxyg
U+31146	𱅆	cgdk
U+31147	𱅇	cgwe
U+31148	𱅈	cgnt
U+31149	𱅉	cgad
U+3114A	𱅊	rvyg
U+3114B	𱅋	cgbg
U+3114C	𱅌	cgug
U+3114D	𱅍	cgdy
U+3114E	𱅎	cgwy
U+3114F	𱅏	cgqi
U+31150	𱅐	cgyr
U+31151	𱅑	udcg
U+31152	𱅒	cgcg
U+31153	𱅓	cgfb
U+31154	𱅔	cggi
U+31155	𱅕	cggo
U+31156	𱅖	cgke
U+31157	𱅗	cgty
U+31158	𱅘	cgus
U+31159	𱅙	cguq
U+3115A	𱅚	cgwk
U+3115B	𱅛	cgul
U+3115C	𱅜	cgsv
U+3115D	𱅝	ynmg
U+3115E	𱅞	cgnc
U+3115F	𱅟	cgcs
U+31160	𱅠	fjfg
U+31161	𱅡	cgrc
U+31162	𱅢	cgtx
U+31163	𱅣	cgee
U+31164	𱅤	cgpw
U+31165	𱅥	cgpe
U+31166	𱅦	cgaw
U+31167	𱅧	cghg
U+31168	𱅨	cgce
U+31169	𱅩	cgnr
U+3116A	𱅪	cgsf
U+3116B	𱅫	cgck
U+3116C	𱅬	cgao
U+3116D	𱅭	medj
U+3116E	𱅮	meaq
U+3116F	𱅯	medh
U+31170	𱅰	medn
U+31171	𱅱	meaw
U+31172	𱅲	mehe
U+31173	𱅳	megn
U+31174	𱅴	ykms
U+31175	𱅵	ykmw
U+31176	𱅶	ykmw
U+31177	𱅷	ykmg
U+31178	𱅸	ghyk
U+31179	𱅹	ykmh
U+3117A	𱅺	ykmc
U+3117B	𱅻	ykmg
U+3117C	𱅼	ykmf
U+3117D	𱅽	aqkk
U+3117E	𱅾	ykmg
U+3117F	𱅿	dcek
U+31180	𱆀	dcej
U+31181	𱆁	dcee
U+31182	𱆂	dceg
U+31183	𱆃	dcem
U+31184	𱆄	dcem
U+31185	𱆅	dcel
U+31186	𱆆	dcew
U+31187	𱆇	dcei
U+31188	𱆈	dcem
U+31189	𱆉	ghgm
U+3118A	𱆊	xobx
U+3118B	𱆋	skgh
U+3118C	𱆌	gkmr
U+3118D	𱆍	gkmv
U+3118E	𱆎	egkh
U+3118F	𱆏	gkmo
U+31190	𱆐	xfch
U+31191	𱆑	xgdh
U+31192	𱆒	xdgh
U+31193	𱆓	ugoh
U+31194	𱆔	xrwh
U+31195	𱆕	xalh
U+31196	𱆖	wrqc
U+31197	𱆗	rqca
U+31198	𱆘	qrrc
U+31199	𱆙	rqcq
U+3119A	𱆚	rqcm
U+3119B	𱆛	dtfc
U+3119C	𱆜	muyc
U+3119D	𱆝	rnyc
U+3119E	𱆞	rqcf
U+3119F	𱆟	rqch
U+311A0	𱆠	rqcf
U+311A1	𱆡	pnmc
U+311A2	𱆢	fkkc
U+311A3	𱆣	wqou
U+311A4	𱆤	qogq
U+311A5	𱆥	qomy
U+311A6	𱆦	cqoi
U+311A7	𱆧	qonf
U+311A8	𱆨	qocw
U+311A9	𱆩	qokn
U+311AA	𱆪	qbqo
U+311AB	𱆫	cfqo
U+311AC	𱆬	qoxf
U+311AD	𱆭	qoaa
U+311AE	𱆮	qoaf
U+311AF	𱆯	qotb
U+311B0	𱆰	qoqn
U+311B1	𱆱	qoof
U+311B2	𱆲	qovo
U+311B3	𱆳	qosc
U+311B4	𱆴	qoss
U+311B5	𱆵	qoda
U+311B6	𱆶	qojv
U+311B7	𱆷	qowc
U+311B8	𱆸	qoyy
U+311B9	𱆹	qoov
U+311BA	𱆺	qouo
U+311BB	𱆻	qopn
U+311BC	𱆼	qobo
U+311BD	𱆽	qoma
U+311BE	𱆾	qolo
U+311BF	𱆿	qoda
U+311C0	𱇀	qodi
U+311C1	𱇁	qojf
U+311C2	𱇂	qoye
U+311C3	𱇃	qodg
U+311C4	𱇄	qoll
U+311C5	𱇅	qolf
U+311C6	𱇆	qotl
U+311C7	𱇇	qoor
U+311C8	𱇈	qoud
U+311C9	𱇉	qofk
U+311CA	𱇊	qogj
U+311CB	𱇋	qoxx
U+311CC	𱇌	qoao
U+311CD	𱇍	qgnn
U+311CE	𱇎	qghy
U+311CF	𱇏	qgta
U+311D0	𱇐	qgfq
U+311D1	𱇑	qggh
U+311D2	𱇒	qgxx
U+311D3	𱇓	qggg
U+311D4	𱇔	qgmw
U+311D5	𱇕	qgty
U+311D6	𱇖	qgrc
U+311D7	𱇗	qgwx
